,ville_raw,quartier_raw,price_raw,room_nb_raw,bedroom_nb_raw,surface_raw
1669,Paris 16ème,Muette Nord,3700000,7,5,231.0
1670,Paris 14ème,Didot-Porte de Vanves,790000,3,2,75.21
1671,,,3397000,7,4,264.53
1672,Paris 13ème,Patay-Masséna,525000,2,1,42.94
1673,Paris 18ème,Amiraux-Simplon-Poissonniers,439000,3,2,59.52
1674,Paris 14ème,Raspail-Montparnasse,4500000,6,4,154.88
1675,Paris 4ème,Saint Gervais,1152000,3,2,86.0
1677,Paris 16ème,Muette Nord,3700000,7,5,231.0
1678,Paris 8ème,Triangle d'Or,1250000,2,1,50.0
1680,Paris 16ème,Chaillot,895000,2,1,53.53
1681,Paris 19ème,Buttes Chaumont,750000,3,2,75.73
1682,,,549000,2,1,45.54
1683,Paris 16ème,Auteuil Nord,1700000,5,4,166.62
1685,Paris 16ème,Porte Dauphine,1895000,6,3,144.0
1686,Paris 9ème,Lorette-Martyrs,490000,3,2,45.0
1687,Paris 16ème,Porte Dauphine,1800000,5,4,145.0
1688,Paris 7ème,Saint Thomas d'Aquin,2990000,5,4,144.0
1689,Paris 3ème,Arts et Métiers,1940000,5,4,181.0
1690,Paris 9ème,Lafayette-Richer,2390000,5,3,177.38
1691,Paris 7ème,Invalides,715000,2,1,46.0
1693,Paris 19ème,Buttes Chaumont,512000,2,1,51.0
1694,Paris 20ème,Belleville,376000,2,1,38.53
1696,Paris 18ème,Clignancourt-Jules Joffrin,480000,2,1,49.0
1697,Paris 3ème,Sainte Avoie,800000,2,1,55.56
1698,Paris 7ème,Gros Caillou,2240000,4,3,117.06
1699,Paris 15ème,Alleray Procession,598000,3,1,54.24
1700,Paris 20ème,Gambetta,925000,6,4,190.0
1701,Paris 16ème,Auteuil Nord,1700000,5,4,166.62
1703,Paris 11ème,Nation-Alexandre Dumas,574000,2,1,51.4
1704,Paris 9ème,Lorette-Martyrs,490000,3,2,45.0
1705,Paris 16ème,Porte Dauphine,1800000,5,4,145.0
1706,Paris 4ème,Saint Gervais,879000,3,2,76.1
1707,Paris 7ème,Saint Thomas d'Aquin,2990000,5,4,144.0
1708,Paris 9ème,Provence Opéra,1672000,3,1,67.0
1709,Paris 20ème,Belleville,376000,2,1,38.53
1711,Paris 18ème,Clignancourt-Jules Joffrin,480000,2,1,49.0
1712,Paris 18ème,Amiraux-Simplon-Poissonniers,351000,2,1,37.0
1713,Paris 15ème,Cambronne-Garibaldi,2240000,4,3,117.06
1714,Paris 9ème,Trudaine-Maubeuge,1426000,4,3,109.0
1715,Paris 14ème,Jean Moulin-Porte d'Orléans,429000,2,1,33.6
1716,Paris 13ème,Nationale-Deux Moulins,409500,2,1,40.94
1717,Paris 4ème,Saint Gervais,1595000,5,2,115.75
1718,Paris 14ème,Jean Moulin-Porte d'Orléans,790000,3,2,75.21
1719,Paris 19ème,Pont de Flandre,385000,3,2,48.0
1720,Paris 20ème,Saint Blaise,745000,4,3,83.0
1721,Paris 19ème,Manin-Jaurès,575000,2,1,56.4
1722,Paris 17ème,Batignolles-Cardinet,1630000,6,3,151.0
1723,Paris 16ème,Chaillot,899000,2,1,62.0
1724,Paris 13ème,Nationale-Deux Moulins,595000,4,3,74.0
1725,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,310000,2,1,42.78
1726,Paris 15ème,Georges Brassens,1500000,5,3,129.0
1727,Paris 17ème,La Fourche-Guy Môquet,652200,3,2,59.0
1728,Paris 1er,Palais Royal,1990000,3,1,125.0
1729,Paris 10ème,Porte Saint Denis-Paradis,1150000,5,3,101.11
1730,Paris 6ème,Saint Placide,842000,2,1,49.04
1731,Paris 18ème,Grandes Carrières-Clichy,645000,3,2,63.0
1732,Paris 11ème,Bastille-Popincourt,675000,3,2,54.12
1733,Paris 17ème,Epinettes-Bessières,369000,2,1,39.0
1734,Paris 14ème,Jean Moulin-Porte d'Orléans,790000,3,2,75.21
1735,Paris 20ème,Saint Blaise,745000,4,3,83.0
1736,Paris 17ème,Batignolles-Cardinet,940000,3,1,75.57
1737,Paris 15ème,Dupleix-Motte Picquet,855000,3,2,66.18
1738,Paris 17ème,La Fourche-Guy Môquet,1030000,4,3,92.94
1739,Paris 16ème,Muette Nord,3380000,8,5,231.0
1740,Paris 6ème,Rennes,900000,6,3,100.0
1741,Paris 7ème,Ecole Militaire,830000,3,2,56.0
1742,Paris 10ème,Porte Saint Denis-Paradis,1250000,5,3,108.0
1743,Paris 10ème,Louis Blanc-Aqueduc,530000,2,1,55.0
1744,,,2995000,8,5,353.0
1745,Paris 20ème,Gambetta,810000,3,2,82.0
1746,Paris 16ème,Bois de Boulogne,1365000,4,3,191.12
1748,Paris 8ème,Triangle d'Or,4800000,9,6,256.0
1749,Paris 17ème,Pereire-Malesherbes,689000,3,1,75.0
1750,Paris 16ème,Chaillot,4900000,8,5,364.5
1751,Paris 5ème,Sorbonne,595000,2,1,44.7
1752,Paris 15ème,Violet Commerce,655000,2,1,40.0
1753,Paris 16ème,Muette Sud,2990000,8,5,260.0
1754,Paris 16ème,Porte Dauphine,4900000,8,5,348.44
1755,Paris 9ème,Trudaine-Maubeuge,880000,3,2,79.63
1756,Paris 16ème,Porte Dauphine,4900000,9,5,348.44
1757,,,660000,2,1,37.0
1758,Paris 1er,Les Halles,18000000,6,5,400.0
1760,Paris 6ème,Odéon,3500000,5,3,135.0
1761,Paris 15ème,Dupleix-Motte Picquet,624000,2,1,45.51
1762,,,2000000,4,2,106.0
1763,Paris 13ème,Nationale-Deux Moulins,433500,3,2,65.0
1764,Paris 8ème,Triangle d'Or,4950000,7,4,290.0
1765,Paris 4ème,Arsenal,1895000,4,2,107.66
1766,Paris 14ème,Raspail-Montparnasse,3700000,7,5,290.75
1767,Paris 5ème,Sorbonne,1870000,5,3,145.0
1768,Paris 16ème,Chaillot,6300000,5,1,230.0
1769,Paris 6ème,Saint Germain des Prés,1560000,4,2,80.0
1771,Paris 16ème,Porte Dauphine,2379000,5,3,141.0
1772,Paris 4ème,Arsenal,1290000,5,3,153.0
1773,Paris 8ème,Triangle d'Or,1585000,3,1,105.8
1774,,,3600000,4,2,162.0
1775,Paris 1er,Les Halles,890100,3,2,47.0
1776,Paris 16ème,Muette Nord,8405000,8,4,316.56
1777,Paris 16ème,Muette Nord,8405000,8,4,316.56
1778,Paris 4ème,Saint Gervais,700000,2,1,50.0
1780,Paris 7ème,Gros Caillou,8240000,9,5,457.0
1781,Paris 7ème,Gros Caillou,10500000,5,3,318.0
1782,Paris 15ème,Vaugirard-Parc des Expositions,392000,2,1,40.2
1783,Paris 8ème,Triangle d'Or,2950000,5,3,190.0
1784,Paris 8ème,Saint Philippe du Roule,1695000,5,2,104.0
1785,Paris 7ème,Gros Caillou,1250000,3,2,67.9
1786,Paris 15ème,Violet Commerce,1350000,4,2,82.0
1787,Paris 18ème,Grandes Carrières-Clichy,1290000,5,4,120.0
1788,Paris 8ème,Saint Philippe du Roule,2120000,5,3,174.0
1789,Paris 16ème,Muette Sud,1730000,4,2,136.0
1790,Paris 10ème,Louis Blanc-Aqueduc,756000,2,1,60.93
1791,Paris 8ème,Triangle d'Or,7190000,3,2,185.0
1792,Paris 16ème,Muette Nord,1695000,6,4,124.3
1793,Paris 14ème,Pernety,849000,3,2,73.0
1794,Paris 13ème,Nationale-Deux Moulins,748300,3,2,64.0
1795,Paris 13ème,Nationale-Deux Moulins,1610000,5,4,127.0
1796,Paris 17ème,Legendre-Lévis,700000,3,2,58.93
1797,Paris 4ème,Saint Gervais,1280000,4,2,122.1
1798,Paris 16ème,Chaillot,1390000,3,1,85.0
1799,Paris 17ème,Legendre-Lévis,3200000,9,6,273.99
1800,Paris 13ème,Bièvres Sud Tolbiac,490000,4,2,64.0
1801,Paris 16ème,Porte Dauphine,4070000,8,4,390.59
1802,Paris 7ème,Ecole Militaire,3250000,6,4,189.51
1803,Paris 18ème,Amiraux-Simplon-Poissonniers,930000,3,2,80.0
1804,Paris 16ème,Muette Nord,2890000,6,3,230.0
1805,Paris 8ème,Elysées-Madeleine,2995000,5,3,165.0
1806,,,1190000,3,2,59.0
1808,Paris 8ème,Elysées-Madeleine,2790000,5,3,165.0
1809,Paris 16ème,Muette Nord,4800000,5,3,298.0
1810,Paris 20ème,Gambetta,1390000,6,5,138.09
1811,Paris 16ème,Muette Nord,3397000,8,4,229.89
1812,Paris 16ème,Muette Nord,2500000,4,2,96.0
1813,Paris 11ème,République-Saint Ambroise,1790000,6,4,157.7
1815,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,1225000,5,3,149.0
1818,,,760000,2,1,47.76
1820,Paris 18ème,Clignancourt-Jules Joffrin,629000,2,1,54.0
1821,Paris 7ème,Saint Thomas d'Aquin,3120000,4,2,139.0
1822,Paris 12ème,Bel-Air Nord,634400,2,1,60.0
1823,Paris 15ème,Violet Commerce,650000,2,1,55.0
1824,Paris 18ème,Clignancourt-Jules Joffrin,1095000,3,2,88.0
1825,Paris 18ème,Clignancourt-Jules Joffrin,2070000,5,4,110.0
1826,Paris 16ème,Muette Nord,3397000,8,4,229.89
1827,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,1225000,5,3,149.0
1828,Paris 4ème,Saint Gervais,745000,3,1,50.0
1830,Paris 16ème,Chaillot,2100000,6,4,150.0
1831,,,760000,2,1,47.76
1833,Paris 16ème,Porte Dauphine,1975000,3,2,149.0
1834,Paris 16ème,Porte Dauphine,3600000,6,3,290.0
1835,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,789600,3,2,60.0
1836,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,858000,3,2,69.0
1837,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,888800,3,2,69.0
1838,Paris 16ème,Porte Dauphine,825000,4,3,75.6
1839,Paris 16ème,Muette Nord,1680000,4,2,108.0
1840,Paris 13ème,Salpêtrière-Austerlitz,835000,3,2,90.0
1841,Paris 16ème,Porte Dauphine,6250000,8,4,310.0
1843,Paris 8ème,Hoche-Friedland,2475000,5,3,170.0
1844,Paris 7ème,Gros Caillou,1295000,3,2,81.1
1845,Paris 4ème,Saint Gervais,640000,2,1,63.0
1846,Paris 16ème,Porte Dauphine,4672500,7,4,290.34
1847,Paris 14ème,Pernety,598000,2,1,61.0
1848,Paris 16ème,Porte Dauphine,1860000,5,3,149.0
1849,Paris 8ème,Elysées-Madeleine,1600000,3,1,90.0
1850,Paris 8ème,Hoche-Friedland,3350000,7,4,243.0
1851,Paris 8ème,Saint Philippe du Roule,1072000,3,2,76.6
1852,Paris 18ème,Clignancourt-Jules Joffrin,614250,2,1,46.0
1853,Paris 16ème,Porte Dauphine,2100000,4,2,113.0
1854,Paris 6ème,Notre Dame des Champs,3640000,6,4,175.0
1855,Paris 17ème,Champerret-Berthier,1590000,6,4,140.0
1856,Paris 15ème,Vaugirard-Parc des Expositions,2070000,4,3,109.0
1857,Paris 16ème,Porte Dauphine,1975000,5,3,150.0
1858,Paris 16ème,Chaillot,766500,3,1,52.0
1859,Paris 11ème,Belleville-Saint Maur,1865000,5,3,164.0
1860,Paris 16ème,Muette Nord,3100000,8,5,260.0
1861,Paris 17ème,Legendre-Lévis,780000,3,2,72.92
1862,Paris 16ème,Muette Nord,2315000,3,1,108.0
1863,Paris 16ème,Chaillot,2100000,6,4,157.0
1864,Paris 7ème,Gros Caillou,785000,2,1,46.0
1865,Paris 5ème,Val de Grace,2780000,5,4,151.0
1866,Paris 6ème,Notre Dame des Champs,1550000,3,2,89.12
1867,Paris 16ème,Porte Dauphine,590000,2,1,56.0
1868,Paris 4ème,Arsenal,895000,2,1,45.0
1869,Paris 16ème,Porte Dauphine,1975000,4,3,150.0
1870,Paris 6ème,Saint Germain des Prés,1450000,2,1,60.0
1871,Paris 18ème,Grandes Carrières-Clichy,510000,3,2,46.88
1872,Paris 15ème,Emeriau-Zola,1480000,6,4,152.0
1873,Paris 11ème,Nation-Alexandre Dumas,1050000,5,3,101.0
1874,Paris 16ème,Muette Nord,2315000,3,1,108.0
1875,Paris 16ème,Chaillot,2100000,6,4,157.0
1876,Paris 7ème,Ecole Militaire,580000,2,1,34.76
1877,Paris 19ème,Pont de Flandre,730000,5,3,96.0
1878,Paris 6ème,Notre Dame des Champs,1550000,3,2,89.12
1879,Paris 16ème,Porte Dauphine,590000,2,1,56.0
1880,Paris 4ème,Arsenal,895000,2,1,45.0
1881,Paris 6ème,Notre Dame des Champs,440000,2,1,33.38
1882,Paris 16ème,Porte Dauphine,1170600,4,3,90.0
1883,Paris 16ème,Chaillot,1090000,3,2,67.75
1884,Paris 15ème,Emeriau-Zola,489740,2,1,50.0
1885,,,850000,3,2,77.0
1886,Paris 6ème,Notre Dame des Champs,1238000,3,2,58.0
1887,Paris 8ème,Triangle d'Or,1687600,4,2,99.3
1888,Paris 10ème,Faubourg du Temple-Hôpital Saint Louis,570000,2,1,47.0
1889,Paris 16ème,Porte Dauphine,3690000,6,3,207.0
1890,Paris 9ème,Lorette-Martyrs,455000,2,1,38.02
1891,Paris 2ème,Vivienne-Gaillon,4400000,6,3,193.0
1892,Paris 20ème,Saint Blaise,275000,2,1,32.0
1893,Paris 16ème,Chaillot,4800000,7,5,360.0
1894,Paris 16ème,Muette Nord,799000,2,1,65.05
1895,Paris 8ème,Elysées-Madeleine,3900000,5,3,170.65
1896,Paris 16ème,Muette Nord,5250000,6,3,240.0
1897,Paris 6ème,Odéon,2150000,4,2,145.36
1898,Paris 8ème,Triangle d'Or,1585000,3,1,105.8
1899,Paris 3ème,Archives,1850000,4,3,139.73
1900,,,3600000,4,2,162.0
1901,Paris 14ème,Didot-Porte de Vanves,318000,2,1,37.49
1902,Paris 1er,Les Halles,890100,3,2,47.0
1903,Paris 16ème,Muette Nord,5950000,7,4,238.0
1904,Paris 4ème,Saint Gervais,700000,2,1,50.0
1905,Paris 8ème,Triangle d'Or,3800000,6,3,232.0
1906,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,1119600,4,3,86.0
1907,Paris 8ème,Triangle d'Or,2950000,5,3,190.0
1908,Paris 7ème,Invalides,1800000,4,3,123.0
1909,Paris 15ème,Violet Commerce,1350000,4,2,82.0
1910,Paris 18ème,Grandes Carrières-Clichy,1290000,5,4,120.0
1912,Paris 7ème,Saint Thomas d'Aquin,1250000,3,2,85.0
1913,Paris 4ème,Arsenal,3275000,3,2,89.0
1914,Paris 16ème,Chaillot,5150000,6,4,250.0
1915,Paris 8ème,Elysées-Madeleine,10,9,5,364.0
1917,Paris 8ème,Parc Monceau,2800000,5,3,149.0
1918,Paris 8ème,Hoche-Friedland,1560000,3,2,108.0
1919,Paris 20ème,Gambetta,1995000,9,5,242.0
1920,Paris 16ème,Porte Dauphine,1490000,5,3,129.0
1921,Paris 8ème,Saint Philippe du Roule,2120000,5,3,174.0
1922,Paris 8ème,Elysées-Madeleine,10,9,5,364.0
1924,Paris 8ème,Parc Monceau,2800000,5,3,149.0
1925,Paris 8ème,Hoche-Friedland,1560000,3,2,108.0
1926,Paris 20ème,Gambetta,1995000,9,5,242.0
1927,Paris 16ème,Porte Dauphine,5750000,8,6,470.0
1928,,,4950000,4,3,130.0
1929,Paris 4ème,Saint Gervais,395000,2,1,25.0
1930,Paris 17ème,Courcelles-Wagram,1680000,5,3,132.0
1931,Paris 16ème,Porte Dauphine,1490000,5,3,129.0
1932,Paris 16ème,Chaillot,1390000,3,1,85.0
1933,Paris 8ème,Triangle d'Or,2150000,4,2,121.0
1934,,,950000,2,1,54.0
1935,Paris 4ème,Saint Gervais,1795000,3,2,113.97
1936,Paris 13ème,Olympiades-Choisy,370000,2,1,45.0
1937,Paris 7ème,Ecole Militaire,3250000,6,4,189.51
1938,Paris 16ème,Muette Nord,4800000,5,3,298.0
1939,Paris 20ème,Gambetta,1390000,6,5,138.09
1940,Paris 16ème,Muette Nord,2500000,4,2,96.0
1941,Paris 16ème,Muette Sud,590000,3,1,56.0
1942,Paris 11ème,République-Saint Ambroise,1790000,6,4,157.7
1944,Paris 18ème,Clignancourt-Jules Joffrin,2070000,5,4,110.3
1945,Paris 13ème,Buttes Aux Cailles-Glacière,525000,3,2,58.32
1947,Paris 16ème,Muette Sud,590000,3,1,56.0
1948,Paris 18ème,Clignancourt-Jules Joffrin,2070000,5,4,110.3
1949,Paris 4ème,Saint Gervais,745000,3,1,50.0
1950,Paris 13ème,Buttes Aux Cailles-Glacière,525000,3,2,58.32
1951,Paris 16ème,Chaillot,3348800,7,3,256.0
1952,Paris 16ème,Chaillot,2100000,6,4,150.0
1953,Paris 16ème,Porte Dauphine,1975000,3,2,149.0
1955,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,858000,3,2,69.0
1956,Paris 19ème,Bassin de la Villette,830000,5,3,88.0
1957,,,663000,2,1,35.0
1958,Paris 20ème,Gambetta,538000,2,1,46.0
1959,Paris 16ème,Porte Dauphine,6250000,8,4,310.0
1960,Paris 8ème,Elysées-Madeleine,1795000,2,1,80.0
1961,Paris 15ème,Georges Brassens,395000,2,1,40.0
1962,Paris 7ème,Gros Caillou,1295000,3,2,81.1
1963,Paris 4ème,Saint Gervais,640000,2,1,63.0
1964,Paris 9ème,Clichy-Trinité,1300000,5,3,105.3
1965,Paris 7ème,Gros Caillou,8240000,12,9,458.0
1966,Paris 8ème,Triangle d'Or,14420000,12,5,502.0
1967,Paris 4ème,Saint Gervais,1395000,3,2,100.0
1968,Paris 16ème,Porte Dauphine,2170000,6,4,195.0
1969,Paris 16ème,Porte Dauphine,4850000,7,4,390.0
1970,Paris 4ème,Saint Merri,1190000,3,2,86.0
1971,,,2467000,5,3,142.0
1972,Paris 16ème,Muette Nord,1890000,6,4,144.0
1973,Paris 8ème,Elysées-Madeleine,990000,2,1,61.0
1974,Paris 9ème,Lafayette-Richer,305000,2,1,25.0
1975,Paris 1er,Les Halles,889000,3,2,55.76
1978,Paris 16ème,Auteuil Nord,1050000,3,2,75.8
1979,Paris 14ème,Montsouris Dareau,1140000,5,3,122.0
1982,Paris 5ème,Sorbonne,499000,2,1,35.0
1983,Paris 2ème,Vivienne-Gaillon,620000,3,2,56.0
1984,,,1693500,5,3,166.0
1985,Paris 14ème,Raspail-Montparnasse,2450000,4,3,159.08
1986,Paris 2ème,Vivienne-Gaillon,2500000,3,2,136.0
1987,Paris 8ème,Saint Philippe du Roule,1980000,3,1,86.0
1988,Paris 16ème,Porte Dauphine,3710000,6,5,255.0
1989,Paris 7ème,Saint Thomas d'Aquin,1495000,3,1,81.0
1990,Paris 19ème,Danube-Porte des Lilas,1069980,6,3,163.0
1992,Paris 4ème,Saint Gervais,1260000,4,2,72.0
1993,Paris 2ème,Montorgueil-Saint Denis,1790000,4,3,130.8
1994,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,980000,4,3,81.0
1995,Paris 20ème,Saint Blaise,850000,5,4,85.0
1996,Paris 12ème,Bel-Air Nord,1470000,4,4,118.0
1997,,,3900000,7,4,325.0
1998,Paris 10ème,Porte Saint Denis-Paradis,1100000,4,3,92.0
1999,Paris 8ème,Parc Monceau,970000,4,1,80.0
2000,Paris 16ème,Porte Dauphine,2400000,4,3,154.0
2001,Paris 15ème,Emeriau-Zola,1099000,4,3,89.0
2002,Paris 9ème,Trudaine-Maubeuge,760000,2,1,55.49
2003,,,2970000,6,2,165.0
2004,Paris 8ème,Hoche-Friedland,465000,2,1,35.32
2005,Paris 7ème,Saint Thomas d'Aquin,2380000,4,2,134.08
2006,Paris 8ème,Triangle d'Or,1365000,2,1,75.0
2007,Paris 14ème,Raspail-Montparnasse,1300000,3,1,72.0
2008,Paris 7ème,Invalides,1150000,3,2,64.1
2009,Paris 8ème,Triangle d'Or,1795000,2,1,79.0
2010,Paris 19ème,Buttes Chaumont,750000,3,2,67.0
2011,Paris 15ème,Emeriau-Zola,1480000,6,4,152.0
2012,Paris 11ème,Nation-Alexandre Dumas,1050000,5,3,101.0
2013,Paris 7ème,Ecole Militaire,580000,2,1,34.76
2014,Paris 13ème,Bièvres Sud Tolbiac,390000,2,1,35.0
2015,,,704000,3,2,60.0
2016,Paris 3ème,Sainte Avoie,699000,2,1,55.0
2017,Paris 8ème,Triangle d'Or,8970000,6,5,390.0
2018,,,260000,2,1,27.5
2019,Paris 13ème,Olympiades-Choisy,949000,5,3,139.0
2020,Paris 19ème,Pont de Flandre,730000,5,3,96.0
2021,Paris 6ème,Notre Dame des Champs,440000,2,1,33.38
2022,Paris 18ème,Montmartre,565000,2,1,52.0
2023,Paris 11ème,Bastille-Popincourt,663500,3,2,58.0
2024,Paris 3ème,Enfants Rouges,440000,2,1,43.0
2025,Paris 16ème,Chaillot,6300000,4,2,237.0
2026,Paris 6ème,Saint Germain des Prés,1650000,2,1,62.0
2027,Paris 16ème,Porte Dauphine,2795000,7,4,286.0
2028,Paris 16ème,Auteuil Nord,1245000,4,3,86.3
2029,Paris 7ème,Saint Thomas d'Aquin,598000,2,1,34.0
2030,Paris 1er,Saint Germain l'Auxerrois,625000,2,1,42.5
2031,Paris 16ème,Auteuil Nord,1138500,4,2,98.0
2032,Paris 20ème,Plaine,1050000,6,2,130.0
2033,Paris 15ème,Vaugirard-Parc des Expositions,572000,2,1,50.0
2034,,,3280000,5,3,205.0
2035,Paris 7ème,Gros Caillou,2580000,10,5,286.0
2036,Paris 4ème,Île Saint Louis,2730000,4,2,125.0
2037,Paris 15ème,Violet Commerce,1598212,4,3,91.0
2038,Paris 12ème,Jardin de Reuilly,860000,4,2,81.66
2039,Paris 12ème,Bel-Air Sud,619000,3,2,60.54
2040,Paris 19ème,Manin-Jaurès,418000,2,1,44.02
2041,Paris 8ème,Hoche-Friedland,1815000,6,3,121.58
2042,Paris 4ème,Saint Gervais,1495000,3,1,105.0
2044,Paris 10ème,Saint Vincent de Paul-Lariboisière,313760,2,1,25.63
2045,Paris 15ème,Alleray Procession,1023000,4,3,92.0
2046,Paris 17ème,Epinettes-Bessières,1255000,4,2,75.77
2047,Paris 17ème,Courcelles-Wagram,699000,2,1,64.0
2048,Paris 17ème,Pereire-Malesherbes,645000,3,1,65.0
2050,Paris 18ème,Montmartre,975000,2,1,80.0
2051,Paris 15ème,Vaugirard-Parc des Expositions,799500,3,2,67.38
2052,Paris 7ème,Invalides,1595000,4,2,98.95
2053,Paris 5ème,Val de Grace,2760000,6,4,148.0
2054,Paris 6ème,Notre Dame des Champs,2850000,5,3,178.0
2055,Paris 4ème,Saint Gervais,1585000,4,2,96.08
2056,Paris 19ème,Manin-Jaurès,418000,2,1,44.02
2057,Paris 8ème,Hoche-Friedland,1815000,6,3,121.58
2058,Paris 11ème,République-Saint Ambroise,770000,4,3,80.0
2060,Paris 4ème,Saint Gervais,1495000,3,1,105.0
2062,Paris 17ème,Epinettes-Bessières,1255000,4,2,75.77
