ville, price, room_nb, bedroom_nb, surface, quartier
Paris 18 (75018),170 000 €,1,,12,Paris
Paris 11 (75011),170 000 €,1,,13,Paris 11ème
Paris 07 (75007),170 000 €,1,,10,Paris 7e Arrondissement
Paris 18 (75018),170 800 €,2,,30,
Paris 02 (75002),172 000 €,1,,11,Rue Saint Denis
Paris 07 (75007),173 000 €,1,,12,Paris 7ème
Paris 15 (75015),175 000 €,1,,17,
Paris 06 (75006),175 000 €,1,,14,Paris
Paris 06 (75006),472 000 €,2,1 ch.,32,Paris
Paris 16 (75016),175 000 €,1,,13,Paris
,176 362 €,1,,16,
Paris 16 (75016),178 000 €,1,,12,Paris
Paris 13 (75013),178 500 €,1,,22,Paris
Paris 13 (75013),178 500 €,1,,22,Paris 13ème
Paris 13 (75013),179 000 €,1,,24,Paris 13ème
Paris 18 (75018),180 000 €,2,,27,
Paris 02 (75002),180 000 €,1,,12,Paris 2ème
Paris 16 (75016),180 000 €,1,,11,Paris
Paris 16 (75016),180 000 €,1,,11,Paris
Paris 05 (75005),180 000 €,1,,14,Paris
Paris 18 (75018),180 000 €,2,1 ch.,17,
Paris 12 (75012),182 000 €,1,,17,Paris 12ème
Paris 06 (75006),182 000 €,1,,10,Paris 6ème
Paris 08 (75008),185 000 €,1,1 ch.,10,Des Champs Elysées
Paris 13 (75013),185 000 €,1,,,Paris 13eme Arrondissement
Paris 08 (75008),185 000 €,1,,17,
Paris 16 (75016),185 000 €,5,,180,Paris
Paris 18 (75018),187 000 €,1,,14,Mairie du 18 Eme
,188 000 €,1,,13,
Paris 20 (75020),420 000 €,2,1 ch.,42,
Paris 12 (75012),188 680 €,1,,22,Paris
Paris 10 (75010),189 000 €,1,1 ch.,17,
Paris 18 (75018),189 000 €,1,,23,
Paris 18 (75018),189 000 €,1,,16,
Paris 11 (75011),190 000 €,1,,14,
Paris 03 (75003),190 000 €,1,,11,Paris
Paris 10 (75010),190 000 €,1,,13,Paris 10ème
Paris 01 (75001),190 000 €,1,,9,Louvre-Rivoli
Paris 01 (75001),190 000 €,1,,9,Louvre-Rivoli
Paris 13 (75013),190 800 €,1,,23,Olympiades | Choisy
Paris 08 (75008),191 000 €,1,,18,Paris 8ème
Paris 07 (75007),192 000 €,1,1 ch.,16,Gros Caillou
Paris 18 (75018),194 250 €,1,,16,Métro Lamarck Caulaincourt
Paris 09 (75009),194 400 €,1,,10,Saint Georges
Paris 13 (75013),195 000 €,1,,30,Tolbiac
,195 000 €,1,,16,
Paris 20 (75020),195 000 €,1,,23,Pelleport
Paris 19 (75019),198 584 €,1,,24,
Paris 13 (75013),199 000 €,1,,15,Place Pinel
Paris 15 (75015),199 000 €,1,,14,Saint Charles
Paris 06 (75006),472 000 €,2,1 ch.,32,Paris
Paris 20 (75020),199 000 €,1,,17,
Paris 10 (75010),199 700 €,1,,18,
Paris 18 (75018),200 000 €,2,1 ch.,23,Paris
Paris 06 (75006),200 000 €,2,1 ch.,16,06 Eme Luxembourg
Paris 10 (75010),200 000 €,1,,14,
,201 400 €,1,,19,
,205 000 €,1,,20,
Paris 10 (75010),205 000 €,1,,14,Paris 10ème
Paris 10 (75010),206 000 €,1,1 ch.,17,
,207 000 €,2,1 ch.,20,
Paris 10 (75010),207 675 €,1,,19,Hôpital-Saint-Louis
Paris 05 (75005),210 000 €,1,,19,
Paris 13 (75013),210 000 €,1,1 ch.,16,Paris
Paris 16 (75116),210 000 €,1,,16,Paris
Paris 20 (75020),210 000 €,1,,19,Belleville
Paris 15 (75015),210 500 €,1,,22,Boucicaut
Paris 16 (75016),212 000 €,1,,16,Paris
Paris 17 (75017),213 200 €,1,,32,Porte Maillot
Paris 09 (75009),214 000 €,1,,14,Paris
Paris 15 (75015),215 000 €,1,,14,Lourmel
Paris 19 (75019),328 600 €,1,,33,
Paris 14 (75014),215 457 €,1,,23,
Paris 18 (75018),215 940 €,2,1 ch.,28,
,216 000 €,1,,15,
Paris 15 (75015),218 000 €,1,,14,Paris 15ème
Paris 01 (75001),218 000 €,3,2 ch.,67,Paris 01
Paris 20 (75020),218 000 €,1,1 ch.,16,
Paris 20 (75020),219 000 €,1,,21,Paris
Paris 20 (75020),219 000 €,1,,15,
Paris 20 (75020),220 000 €,1,1 ch.,20,Paris 20
Paris 19 (75019),220 000 €,2,1 ch.,50,Paris 19ème
Paris 16 (75016),220 000 €,1,,19,Paris
Paris 11 (75011),220 000 €,1,,19,Paris 11ème
Paris 13 (75013),220 000 €,1,,18,Paris 13ème
Paris 16 (75016),220 000 €,1,,17,Paris
Paris 15 (75015),220 320 €,1,,16,
Paris 11 (75011),221 000 €,1,,21,Paris
Paris 09 (75009),222 000 €,1,,18,Paris 9eme Arrondissement
Paris 16 (75016),222 000 €,1,,17,Paris
Paris 14 (75014),222 000 €,1,,20,Paris 14ème
Paris 11 (75011),224 000 €,1,,14,Paris 11ème
Paris 20 (75020),587 000 €,3,2 ch.,69,
Paris 13 (75013),224 014 €,1,,25,Paris 13ème
Paris 13 (75013),224 014 €,1,,25,Paris 13eme Arrondissement
Paris 19 (75019),224 700 €,1,,17,Paris
Paris 18 (75018),225 000 €,1,,18,Paris 18ème
Paris 10 (75010),225 000 €,1,,17,
Paris 18 (75018),225 000 €,1,,18,Paris
Paris 15 (75015),225 000 €,1,,14,Saint-Lambert
Paris 14 (75014),225 500 €,1,,26,
Paris 20 (75020),226 400 €,2,1 ch.,47,
,227 900 €,1,1 ch.,28,
Paris 19 (75019),228 609 €,2,1 ch.,30,
,230 000 €,3,2 ch.,25,
Paris 19 (75019),230 000 €,1,,20,Paris 19ème
Paris 16 (75016),230 000 €,1,,19,Paris
Paris 14 (75014),230 000 €,1,,14,Pernety
Paris 20 (75020),230 000 €,1,,20,Paris
Paris 18 (75018),234 000 €,1,,27,Paris
Paris 16 (75016),235 000 €,1,,17,Paris
Paris 16 (75016),235 000 €,2,1 ch.,39,Paris
Paris 18 (75018),235 000 €,1,,21,Paris 18ème
Paris 19 (75019),836 000 €,3,2 ch.,57,
Paris 16 (75016),235 000 €,2,1 ch.,39,Paris
Paris 07 (75007),235 000 €,1,,14,Gros Caillou
Paris 13 (75013),236 000 €,1,1 ch.,25,
Paris 12 (75012),240 000 €,1,1 ch.,18,
Paris 10 (75010),240 000 €,1,,16,Paris
Paris 16 (75116),240 000 €,1,,21,Paris
Paris 14 (75014),240 000 €,1,,23,
Paris 16 (75116),240 000 €,1,,21,Paris
Paris 15 (75015),240 000 €,1,,23,
Paris 15 (75015),240 000 €,1,,15,Paris
Paris 12 (75012),240 000 €,1,,18,Paris
Paris 14 (75014),242 000 €,1,,27,Paris 14ème
Paris 15 (75015),242 000 €,1,,19,Commerce
,244 000 €,1,1 ch.,22,
Paris 16 (75016),244 000 €,1,,16,Paris
Paris 18 (75018),244 000 €,1,,22,Paris
Paris 10 (75010),245 000 €,1,,19,Paris 10ème
Paris 18 (75018),245 000 €,1,,21,
Paris 17 (75017),245 000 €,1,,14,Pereire
Paris 16 (75016),245 000 €,1,,18,Paris
Paris 20 (75020),420 000 €,2,1 ch.,42,
Paris 15 (75015),249 000 €,1,,16,Mairie du 15ème
Paris 05 (75005),249 375 €,1,,19,
Paris 04 (75004),250 000 €,1,,12,Paris 4ème
Paris 02 (75002),250 000 €,1,,17,Montorgueil
Paris 14 (75014),250 000 €,1,,19,Paris
Paris 14 (75014),250 000 €,2,,19,Petit Montrouge | Place d'Alésia
Paris 04 (75004),250 000 €,1,,19,Arsenal
Paris 18 (75018),250 000 €,1,1 ch.,28,Paris 18eme Arrondissement
Paris 14 (75014),250 000 €,1,,19,
Paris 05 (75005),252 000 €,1,,14,Paris 5ème
Paris 17 (75017),252 000 €,1,,19,Paris 17ème
Paris 19 (75019),253 000 €,1,,23,Paris 19ème
Paris 08 (75008),255 000 €,1,,17,Arc de Triomphe
Paris 17 (75017),255 000 €,1,,17,Paris
Paris 20 (75020),259 000 €,1,,27,Paris
Paris 07 (75007),259 000 €,1,,15,Saint Dominique
Paris 10 (75010),259 000 €,1,,20,Paris
Paris 13 (75013),259 000 €,2,1 ch.,24,
Paris 18 (75018),260 000 €,2,1 ch.,19,Paris 18ème
Paris 06 (75006),260 000 €,1,,20,75006 Paris
Paris 19 (75019),399 000 €,2,1 ch.,46,
Paris 19 (75019),260 000 €,1,,23,Paris
Paris 13 (75013),260 000 €,1,,17,Paris 13
Paris 06 (75006),260 000 €,1,,20,75006 Paris
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Paris 06 (75006),472 000 €,2,1 ch.,32,Paris
Paris 18 (75018),269 000 €,2,1 ch.,24,Paris 18ème
Paris 18 (75018),270 000 €,2,1 ch.,34,Paris
Paris 02 (75002),270 000 €,1,,20,Paris 2ème
Paris 10 (75010),270 000 €,1,,20,Paris
Paris 19 (75019),270 000 €,1,,26,
Paris 19 (75019),270 159 €,2,1 ch.,34,Paris 19ème
Paris 02 (75002),270 200 €,1,,24,Paris 2ème
Paris 05 (75005),270 400 €,1,,16,Paris
Paris 05 (75005),270 400 €,1,,18,Paris
,272 000 €,2,1 ch.,26,
Paris 06 (75006),272 000 €,1,,21,
Paris 14 (75014),272 000 €,1,1 ch.,20,Montparnasse
Paris 15 (75015),273 000 €,1,,25,Paris 15ème
Paris 10 (75010),274 000 €,1,,21,Paris 10ème
Paris 19 (75019),274 000 €,1,,30,Paris 19ème
Paris 18 (75018),275 000 €,2,1 ch.,23,Paris
Paris 18 (75018),275 000 €,2,1 ch.,28,Paris 18ème
Paris 09 (75009),275 000 €,1,,25,Pigalle
Paris 04 (75004),275 000 €,1,,17,Paris 4ème
Paris 12 (75012),275 000 €,2,1 ch.,26,Paris
Paris 16 (75016),1 698 000 €,5,4 ch.,138,Paris
Paris 15 (75015),275 000 €,1,,14,Mairie du Xv
Paris 13 (75013),275 000 €,2,1 ch.,33,Olympiades | Choisy
Paris 20 (75020),275 000 €,1,1 ch.,25,Paris
Paris 19 (75019),276 150 €,2,1 ch.,27,
Paris 10 (75010),277 000 €,2,1 ch.,21,Paris 10ème
Paris 18 (75018),277 680 €,2,1 ch.,35,
Paris 15 (75015),278 862 €,1,,23,Paris 15eme Arrondissement
Paris 06 (75006),280 000 €,1,1 ch.,17,
Paris 20 (75020),280 000 €,1,,24,Paris 20ème
Paris 15 (75015),280 000 €,1,,22,Paris 15ème
Paris 14 (75014),280 000 €,2,1 ch.,28,Paris 14ème
Paris 14 (75014),280 000 €,1,,25,Porte d'Orléans
Paris 10 (75010),280 000 €,1,1 ch.,25,Paris 10e Arrondissement
Paris 12 (75012),280 000 €,1,,34,Tous Commerces
Paris 15 (75015),280 000 €,1,,22,Paris 15ème
Paris 18 (75018),282 000 €,2,1 ch.,31,
Paris 15 (75015),282 000 €,1,,18,Saint Charles
Paris 18 (75018),285 000 €,1,,21,Paris
Paris 17 (75017),285 000 €,1,,24,Guy Moquet
Paris 18 (75018),285 000 €,2,1 ch.,27,Château Rouge
Paris 16 (75016),1 698 000 €,5,4 ch.,138,Paris
Paris 18 (75018),286 000 €,1,,15,Paris 18eme Arrondissement
Paris 17 (75017),288 000 €,1,,24,
Paris 18 (75018),288 750 €,1,,25,Paris 18ème
Paris 10 (75010),289 000 €,1,,24,Paris
Paris 18 (75018),290 000 €,2,1 ch.,20,Cimetière Montmartre - Moulin Rouge
Paris 18 (75018),290 000 €,1,,22,
Paris 07 (75007),290 000 €,2,1 ch.,17,7ème Arrond. Gros Caillou
,290 000 €,1,,28,
Paris 18 (75018),290 000 €,1,,22,Jules Joffrin
Paris 02 (75002),291 000 €,1,,22,
Paris 10 (75010),291 000 €,2,1 ch.,27,
Paris 03 (75003),291 200 €,1,,17,Paris
Paris 18 (75018),291 500 €,2,1 ch.,30,Paris
Paris 19 (75019),292 000 €,2,1 ch.,53,Paris
Paris 04 (75004),293 500 €,1,,19,Paris 4ème
Paris 06 (75006),294 000 €,1,,16,Paris
Paris 18 (75018),294 000 €,2,1 ch.,34,Paris 18ème
Paris 18 (75018),295 000 €,1,,22,Marx Dormoy
Paris 03 (75003),295 000 €,1,,20,Paris 3ème
Paris 20 (75020),295 000 €,1,,24,Paris
Paris 20 (75020),587 000 €,3,2 ch.,69,
Paris 03 (75003),295 000 €,1,,20,Paris 3ème
Paris 11 (75011),295 400 €,1,1 ch.,20,
Paris 19 (75019),297 500 €,3,2 ch.,27,19 Eme
Paris (75020),298 000 €,1,,26,
Paris 05 (75005),298 000 €,1,,19,Henry Iv
Paris 08 (75008),298 680 €,3,2 ch.,22,
Paris 15 (75015),299 000 €,2,1 ch.,24,
,299 000 €,1,,25,
Paris 15 (75015),299 000 €,1,,24,
Paris 16 (75016),299 000 €,1,,19,Paris
Paris 05 (75005),299 000 €,1,1 ch.,15,
Paris 04 (75004),299 000 €,1,,19,
Paris 04 (75004),299 500 €,1,,17,Paris 4ème
Paris 09 (75009),299 500 €,2,1 ch.,24,Paris 9ème
Paris 16 (75016),299 900 €,1,,25,Paris
Paris 13 (75013),300 000 €,1,,26,Paris 13ème
Paris 14 (75014),300 000 €,1,1 ch.,32,Alesia
Paris 20 (75020),300 000 €,1,,34,
Paris 18 (75018),300 000 €,1,1 ch.,21,
Paris 19 (75019),300 000 €,3,2 ch.,47,Laumiere
Paris 19 (75019),399 000 €,2,1 ch.,46,
Paris 06 (75006),302 000 €,1,1 ch.,20,Paris
Paris 17 (75017),303 000 €,2,1 ch.,32,Paris 17eme Arrondissement
Paris 15 (75015),304 000 €,1,,25,Commerce
Paris 09 (75009),305 000 €,2,1 ch.,24,
Paris 09 (75009),305 000 €,2,1 ch.,25,Rue Saint-Lazare
Paris 10 (75010),307 000 €,1,,29,Paris 10ème
Paris 01 (75001),310 000 €,1,,25,Halles
Paris 16 (75016),310 000 €,1,,32,Paris
Paris 20ème (75020),310 000 €,1,,29,
Paris 15 (75015),310 000 €,1,,31,Paris 15ème
Paris 13 (75013),310 000 €,2,1 ch.,30,Maison Blanche
Paris 15 (75015),310 300 €,2,1 ch.,26,Paris 15ème
Paris 16 (75116),312 000 €,1,,24,Paris
Paris 20 (75020),312 000 €,1,,26,Paris
Paris 09 (75009),312 000 €,2,1 ch.,28,Paris
Paris 16 (75016),312 000 €,1,,27,Paris
Paris 05 (75005),312 000 €,,,14,
Paris 16 (75016),314 000 €,2,1 ch.,24,Paris
Paris 19 (75019),314 000 €,2,1 ch.,42,Paris 19eme Arrondissement
Paris 16 (75016),314 000 €,2,1 ch.,24,Paris
Paris 20 (75020),789 000 €,4,3 ch.,119,
Paris 07 (75007),315 000 €,1,,20,Paris
Paris 04 (75004),315 000 €,1,,19,Saint Paul
Paris 16 (75016),315 000 €,2,2 ch.,22,Paris
Paris 07 (75007),315 000 €,1,,21,Paris
,315 000 €,1,1 ch.,37,
Paris 19 (75019),315 000 €,2,,35,Paris 19e Arrondissement
Paris 04 (75004),315 000 €,1,,18,Saint Paul
Paris 02 (75002),316 000 €,1,1 ch.,22,Paris
Paris 18 (75018),317 000 €,2,1 ch.,30,Paris
Paris 16 (75016),317 000 €,1,,24,Paris
Paris 18 (75018),317 000 €,2,1 ch.,,Paris
Paris 05 (75005),318 000 €,1,,22,Paris 5ème
Paris 20 (75020),318 000 €,1,,34,Paris 20ème
Paris 14 (75014),318 000 €,1,,29,Alésia
Paris 11 (75011),318 000 €,2,1 ch.,27,Paris
Paris 03 (75003),318 600 €,1,,21,Paris 3ème
Paris 08 (75008),320 000 €,1,,22,Faubourg Saint Honoré
Paris 18 (75018),320 000 €,,,,Paris
Paris 18 (75018),320 000 €,2,1 ch.,31,Paris 18ème
Paris 16 (75016),320 000 €,2,2 ch.,24,Paris
Paris 17 (75017),675 000 €,4,2 ch.,72,
Paris 15 (75015),323 000 €,1,1 ch.,27,Paris 15
,323 000 €,2,1 ch.,28,
Paris 17 (75017),323 000 €,1,,16,Paris 17ème
Paris 13 (75013),323 500 €,2,1 ch.,28,Buttes aux Cailles-Glacière
Paris 13 (75013),323 500 €,2,1 ch.,28,Buttes aux Cailles-Glacière
Paris 18 (75018),325 000 €,3,2 ch.,36,Paris 18ème
Paris 04 (75004),325 000 €,1,,23,Paris 4ème
Paris 12 (75012),325 000 €,2,1 ch.,30,Jardin de Reuilly
Paris 16 (75016),325 000 €,1,,26,Paris
Paris 15 (75015),325 000 €,2,1 ch.,32,
Paris 12 (75012),325 000 €,1,,26,Ledru-Rollin
Paris 07 (75007),325 000 €,2,1 ch.,22,Paris 7ème
Paris 14 (75014),325 000 €,2,1 ch.,28,Metro Pernety
Paris 06 (75006),325 500 €,1,,11,Paris 6ème
Paris 06 (75006),325 500 €,1,,11,
Paris 13 (75013),328 000 €,1,,35,
Paris 19 (75019),328 600 €,1,,33,
Paris 17 (75017),328 600 €,1,,24,Paris 17ème
Paris 18 (75018),329 000 €,1,,32,Paris
Paris 12 (75012),329 000 €,1,,26,
Paris 17 (75017),675 000 €,4,2 ch.,72,
Paris 12 (75012),329 500 €,2,1 ch.,32,Paris 12ème
Paris 13 (75013),330 000 €,2,1 ch.,45,
Paris 19 (75019),330 000 €,1,,28,
Paris 17 (75017),330 000 €,2,1 ch.,23,
Paris 14 (75014),330 000 €,2,1 ch.,32,Paris 14e Arrondissement
Paris 13 (75013),330 000 €,2,1 ch.,45,
Paris 06 (75006),330 000 €,1,,18,Luxembourg
Paris 07 (75007),330 750 €,1,,16,Tour Eiffel
Paris 15 (75015),330 750 €,1,,16,Tour Eiffel
Paris 13 (75013),332 680 €,2,1 ch.,46,Paris 13ème
Paris 13 (75013),333 000 €,2,1 ch.,33,Paris 13
Paris (75013),333 000 €,1,,26,
Paris 14 (75014),333 000 €,1,,22,Paris
Paris 13 (75013),335 000 €,2,2 ch.,24,Les Gobelins
,335 000 €,1,,21,
Paris 14 (75014),336 000 €,2,1 ch.,25,Paris
Paris 13 (75013),337 000 €,2,1 ch.,48,Porte d'Ivry
Paris 11 (75011),337 000 €,1,,27,
Paris 15 (75015),338 670 €,2,1 ch.,29,Paris
Paris 16 (75116),339 000 €,1,,24,Paris
Paris 19 (75019),399 000 €,2,1 ch.,46,
,340 000 €,2,1 ch.,36,
Paris 11 (75011),340 000 €,2,1 ch.,30,Paris
Paris 05 (75005),340 000 €,1,1 ch.,25,Pantheon
Paris 13 (75013),340 000 €,1,,33,Paris
Paris 07 (75007),340 000 €,1,,20,Paris 7ème
Paris 15 (75015),341 000 €,1,,27,St Charles
Paris 15 (75015),342 400 €,1,,20,Paris
Paris 15 (75015),343 000 €,1,,25,
Paris 15 (75015),343 000 €,1,1 ch.,21,
Paris 13 (75013),343 000 €,2,1 ch.,33,Bibliothèque François Mitterrand
Paris 15 (75015),344 000 €,1,,21,Village Saint Charles
Paris 08 (75008),344 850 €,1,1 ch.,23,Paris
Paris 01 (75001),345 000 €,1,,23,Palais Royal
Paris 16 (75116),345 000 €,1,,21,Paris
Paris 11 (75011),345 000 €,2,1 ch.,27,Paris 11ème
Paris 11 (75011),345 000 €,1,,27,Paris
Paris 17 (75017),345 000 €,2,1 ch.,30,Paris 17ème
Paris 16 (75116),345 000 €,1,1 ch.,21,Paris
Paris 18 (75018),346 500 €,2,1 ch.,36,Paris 18eme Arrondissement
Paris 15 (75015),347 000 €,1,,31,Commerce
Paris 09 (75009),650 000 €,2,1 ch.,55,Square Motholon
Paris 15 (75015),347 000 €,1,,25,Paris
Paris 15 (75015),347 000 €,1,,31,
Paris 14 (75014),347 000 €,2,1 ch.,33,
Paris 15 (75015),347 000 €,1,,31,Commerce | étienne Pernet
Paris 15 (75015),347 000 €,1,,31,Commerce
Paris (75014),348 000 €,1,,22,
Paris 19 (75019),349 000 €,2,1 ch.,46,
Paris 14 (75014),349 000 €,2,1 ch.,34,Paris 14e Arrondissement
Paris 11 (75011),349 000 €,1,,30,Paris 11eme Arrondissement
Paris 13 (75013),349 800 €,2,1 ch.,35,Paris 13
Paris 20ème (75020),350 000 €,1,,32,
Paris 19 (75019),350 000 €,1,1 ch.,37,Paris
Paris 11 (75011),350 000 €,1,1 ch.,31,Paris
Paris 17 (75017),351 000 €,2,1 ch.,58,
Paris 18 (75018),351 000 €,2,1 ch.,37,Paris 18eme Arrondissement
Paris 17 (75017),351 000 €,2,1 ch.,58,Métro Porte Maillot
Paris 03 (75003),355 000 €,1,,23,Tous Commerces
Paris 19 (75019),355 000 €,2,1 ch.,45,Paris
Paris (75012),356 000 €,1,,30,
Paris 12ème (75012),356 000 €,1,,30,
Paris 19 (75019),836 000 €,3,2 ch.,57,
Paris 18 (75018),356 000 €,2,,38,Paris
Paris 09 (75009),356 000 €,1,1 ch.,32,
Paris 20ème (75020),357 000 €,2,,38,
Paris 14 (75014),357 000 €,1,,33,Paris 14e Arrondissement
Paris 18 (75018),358 700 €,3,1 ch.,32,Paris 18eme Arrondissement
Paris 09 (75009),358 800 €,1,,27,Paris 9
Paris 18 (75018),359 000 €,2,1 ch.,35,Paris 18eme Arr.
Paris 20ème (75020),360 000 €,1,,36,
,360 000 €,3,2 ch.,46,
Paris 14 (75014),360 000 €,2,1 ch.,44,Paris 14ème
Paris 18 (75018),362 000 €,2,1 ch.,33,Paris 18ème
Paris 09 (75009),363 800 €,1,,25,Paris 9ème
,365 000 €,2,1 ch.,25,
Paris 04 (75004),365 000 €,1,,23,
Paris 15 (75015),365 000 €,2,1 ch.,41,
Paris 14 (75014),365 000 €,1,,27,
Paris 13 (75013),365 000 €,2,1 ch.,32,Paris
Paris 13 (75013),365 000 €,1,,37,
Paris 17 (75017),365 000 €,2,1 ch.,36,
Paris 19 (75019),367 000 €,1,,30,"Paris, 75019"
Paris 09 (75009),650 000 €,2,1 ch.,55,Square Motholon
Paris 19 (75019),367 000 €,2,1 ch.,33,Paris 19ème
Paris 19ème (75019),367 000 €,1,,33,
Paris 15 (75015),367 500 €,1,,32,Paris 15ème
Paris 13 (75013),368 000 €,2,1 ch.,32,Paris 13
Paris 15 (75015),368 000 €,2,1 ch.,33,Saint Lambert
Paris 14 (75014),369 000 €,2,,49,
,369 000 €,2,1 ch.,37,
Paris 19 (75019),369 000 €,2,1 ch.,45,Paris 19ème
Paris 19 (75019),370 000 €,3,2 ch.,46,Paris 19ème
Paris 13 (75013),370 000 €,2,1 ch.,45,Paris
Paris 03 (75003),370 000 €,1,,,Marais - Archives
Paris 18 (75018),370 000 €,3,2 ch.,42,La Goutte d'Or
Paris 07 (75007),370 000 €,2,1 ch.,22,Gros Caillou école Militaire
Paris 07 (75007),370 000 €,1,,21,Paris 7ème
Paris 10 (75010),370 000 €,1,,35,Paris 10ème
Paris 10 (75010),370 000 €,3,,53,
Paris 16 (75016),370 000 €,2,1 ch.,55,Paris
Paris 18 (75018),370 000 €,3,1 ch.,42,Paris
Paris 17 (75017),371 000 €,1,1 ch.,37,Paris
Paris 19ème (75019),371 000 €,1,,33,
Paris 16 (75116),3 650 000 €,9,4 ch.,302,Paris
Paris 10 (75010),372 000 €,2,1 ch.,34,
Paris 09 (75009),373 000 €,1,,25,Saint-Georges
Paris 17 (75017),373 000 €,2,1 ch.,48,Métro Porte Maillot
Paris 15 (75015),375 000 €,2,1 ch.,56,Paris 15ème
Paris 06 (75006),375 000 €,1,,27,
Paris 04 (75004),375 000 €,1,,29,Commerces et Vie de Quartier
Paris 12 (75012),375 000 €,2,1 ch.,37,Paris
,375 000 €,2,1 ch.,35,
Paris 14 (75014),375 000 €,2,1 ch.,31,Mairie 14ème
Paris 15 (75015),375 000 €,2,1 ch.,50,Plaisance
Paris 06 (75006),375 000 €,1,,27,Odéon
Paris 15 (75015),375 000 €,1,,32,Paris
Paris 04 (75004),375 000 €,1,,33,
Paris 13 (75013),377 000 €,2,1 ch.,32,Paris
Paris 17 (75017),377 000 €,1,,26,Paris 17ème
Paris 19 (75019),378 000 €,2,1 ch.,39,Paris 19ème
Paris 20 (75020),378 000 €,2,1 ch.,53,Paris 20ème
Paris 10 (75010),378 000 €,1,1 ch.,32,Paris
Paris 15 (75015),378 000 €,1,,31,Paris
Paris 13 (75013),379 600 €,2,1 ch.,31,Paris
Paris 14 (75014),650 000 €,1,,49,Paris
Paris 18 (75018),379 999 €,2,1 ch.,37,"Place Hébert, à 350m du Métro Marx Dormoy"
Paris 13 (75013),380 000 €,2,1 ch.,33,Paris 13ème
Paris 11 (75011),380 000 €,1,,28,
Paris 18 (75018),380 000 €,2,1 ch.,40,Paris
Paris 06 (75006),380 000 €,,,22,St Germain
Paris 18 (75018),380 000 €,2,1 ch.,30,Paris 18ème
Paris 13 (75013),380 000 €,2,1 ch.,47,Paris 13
,380 000 €,2,1 ch.,30,
Paris 12 (75012),381 000 €,1,,37,Paris 12e Arrondissement
,381 600 €,2,1 ch.,38,
,381 600 €,2,1 ch.,50,
Paris 19 (75019),383 000 €,2,1 ch.,35,Paris 19eme Arrondissement
Paris 10 (75010),383 000 €,2,1 ch.,32,
Paris (75012),383 000 €,1,,30,
Paris 12ème (75012),383 000 €,1,,30,
Paris 18 (75018),385 000 €,2,1 ch.,47,
Paris 18 (75018),385 000 €,2,1 ch.,37,Simplon - Jules Joffrin
Paris 19 (75019),385 000 €,3,2 ch.,48,Paris 19ème
Paris 19 (75019),385 000 €,3,1 ch.,74,Paris 19eme Arrondissement
Paris 10 (75010),385 000 €,2,1 ch.,32,Paris
Paris 19 (75019),836 000 €,3,2 ch.,57,
Paris 10 (75010),385 000 €,2,1 ch.,31,Porte-Saint-Denis
Paris 20 (75020),385 000 €,2,1 ch.,44,Proche Porte de Montreuil
Paris 19 (75019),385 000 €,3,1 ch.,74,Paris 19eme Arrondissement
Paris 18 (75018),385 000 €,2,1 ch.,47,
Paris 19 (75019),385 000 €,3,2 ch.,48,Paris 19ème
Paris 18 (75018),385 000 €,2,1 ch.,37,Simplon - Jules Joffrin
Paris 10 (75010),385 000 €,2,1 ch.,34,
Paris 18 (75018),385 000 €,2,1 ch.,38,Grandes Carrieres
Paris 15 (75015),386 900 €,2,1 ch.,36,Paris
Paris 17 (75017),388 000 €,1,,30,Paris 17ème
Paris 12 (75012),389 000 €,3,1 ch.,37,Paris
Paris 17 (75017),389 000 €,2,1 ch.,42,
Paris 18 (75018),389 000 €,2,1 ch.,37,
Paris 18 (75018),389 000 €,1,,38,Lamarck
Paris (75018),389 000 €,2,,37,
Paris 19 (75019),390 000 €,3,2 ch.,48,Paris 19ème
Paris 12 (75012),390 000 €,1,,32,Paris
Paris 10 (75010),390 000 €,2,1 ch.,32,
Paris 18 (75018),390 000 €,2,1 ch.,35,Paris 18ème
Paris 16 (75016),390 000 €,1,,28,Paris
Paris 17 (75017),675 000 €,4,2 ch.,72,
Paris 10 (75010),390 000 €,2,1 ch.,32,
Paris 12 (75012),391 000 €,1,,29,Paris 12ème
Paris 12 (75012),391 000 €,1,,30,Picpus
Paris 12 (75012),391 000 €,1,,29,
Paris 12ème (75012),391 000 €,1,,30,
Paris 12 (75012),391 000 €,1,,30,
Paris (75012),391 000 €,1,,30,
Paris 17 (75017),391 565 €,1,1 ch.,28,Paris 17ème
Paris 15 (75015),394 000 €,2,1 ch.,50,Paris
Paris 09 (75009),394 000 €,2,1 ch.,33,Paris 9ème
Paris 12 (75012),394 700 €,1,,33,Nation
Paris 17 (75017),395 000 €,2,1 ch.,36,Paris
Paris 06 (75006),395 000 €,2,1 ch.,25,Paris 6ème
Paris 18 (75018),395 000 €,2,,24,Paris 18ème
Paris 20 (75020),395 000 €,3,2 ch.,62,Paris 20
Paris 14 (75014),395 000 €,2,1 ch.,32,
Paris 11 (75011),395 000 €,2,1 ch.,39,Bastille
Paris 16 (75016),395 000 €,2,1 ch.,27,Paris
Paris 05 (75005),395 000 €,1,,28,Paris
